number,law,method,stage,object,customer,price_rub,posted,region
0318100024526000013,44-ФЗ,"Электронный аукцион на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства в соответствии с п. 8 ч. 1 ст. 33 Закона №",Определение поставщика завершено,"Капитальный ремонт подвальных помещений учебн ого корпуса № 4 общежития с двумя блок-секциями, расположенный по адресу: г. Краснодар, ул. им. 40-летия Победы, 33, по пере оборудован ию под защитное сооружение гражданской обороны","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""КРАСНОДАРСКИЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ КУЛЬТУРЫ""",20596807.0,19.06.2026,Не определён
0133200001726001907,44-ФЗ,Электронный аукцион,Подача заявок,"Поставка учебн ого оборудован ия: Трактор (на создание кластера среднего профессионального образования в рамках федерального проекта «Профессионалитет») государственной программы Российской Федерации ""Развитие образования"".",ДЕПАРТАМЕНТ КОНКУРСОВ И АУКЦИОНОВ ИВАНОВСКОЙ ОБЛАСТИ,1310000.0,01.07.2026,Ивановской
0348100016926000246,44-ФЗ,Электронный аукцион,Подача заявок,Поставка печатной продукции для нужд ФГБУ ФКЦ ВМТ ФМБА России и обособленных подразделений в 2026 г.,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ КЛИНИЧЕСКИЙ ЦЕНТР ВЫСОКИХ МЕДИЦИНСКИХ ТЕХНОЛОГИЙ ФЕДЕРАЛЬНОГО МЕДИКО-БИОЛОГИЧЕСКОГО АГЕНТСТВА""",3894132.4,01.07.2026,Не определён
32616169155,223-ФЗ,"Закупка у единственного поставщика (подрядчика, исполнителя) (до 01.07.18)",Закупка завершена,Поставка учебн ого оборудован ия,"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ДИНСКОЙ РАЙОН ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 39 ИМЕНИ ГЕРОЯ СОВЕТСКОГО СОЮЗА НИКОЛАЯ ПАВЛОВИЧА ЖУГАНА""",730200.0,01.07.2026,Не определён
32616168324,223-ФЗ,"Запрос котировок в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства",Подача заявок,"Поставка учебн ого оборудован ия для лаборатории ""Обработка металлов давлением"" ГАПОУ СО ""ВСАМК им. А.А. Евстигнеева""","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СВЕРДЛОВСКОЙ ОБЛАСТИ ""ВЕРХНЕСАЛДИНСКИЙ АВИАМЕТАЛЛУРГИЧЕСКИЙ КОЛЛЕДЖ ИМЕНИ А.А.ЕВСТИГНЕЕВА""",389076.01,01.07.2026,Свердловской
32616168321,223-ФЗ,"Запрос котировок в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства",Подача заявок,"Поставка учебн ого оборудован ия для лаборатории ""Обработка металлов давлением"" ГАПОУ СО ""ВСАМК им. А.А. Евстигнеева""","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СВЕРДЛОВСКОЙ ОБЛАСТИ ""ВЕРХНЕСАЛДИНСКИЙ АВИАМЕТАЛЛУРГИЧЕСКИЙ КОЛЛЕДЖ ИМЕНИ А.А.ЕВСТИГНЕЕВА""",4423087.2,01.07.2026,Свердловской
0336100003926000005,44-ФЗ,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона №",Определение поставщика завершено,,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КАЛЯЗИНСКИЙ КОЛЛЕДЖ ИМЕНИ Н. М. ПОЛЕЖАЕВА""",461170.0,01.07.2026,Не определён
0344100003426000103,44-ФЗ,Электронный аукцион,Определение поставщика завершено,Поставка типовых комплектов учебн ого оборудоваия для профессионального обучения,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""КУРСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ ИМЕНИ И.И. ИВАНОВА""",3315366.36,19.06.2026,Не определён
32616127363,223-ФЗ,"Аукцион в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства",Закупка завершена,Поставка оборудован ия для учебн ого процесса,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ВОРОНЕЖСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ ИМЕНИ Н. Н. БУРДЕНКО"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ",1387676.01,18.06.2026,Не определён
0891200000626007095,44-ФЗ,Электронный аукцион,Определение поставщика отменено,"Поставка оборудован ия в целях оснащения предметных кабинетов ( Учебн ый предмет ""Труд (Технология)"") общеобразовательных организаций средствами обучения и воспитания. (00007672-ЭА)","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЗАБАЙКАЛЬСКИЙ ЦЕНТР ГОСУДАРСТВЕННЫХ ЗАКУПОК""",7519000.0,24.06.2026,Не определён
0318200062526000024,44-ФЗ,Электронный аукцион,Подача заявок,Поставка учебн ого оборудован ия для лаборатории генетики и наук о жизни,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НЕТИПОВОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ КРАСНОДАРСКОГО КРАЯ ""ШКОЛА ""ПОКОЛЕНИЕ""",193404.88,01.07.2026,Краснодарского
0187300001926000176,44-ФЗ,Запрос котировок в электронной форме,Определение поставщика завершено,Поставка оборудован ия для базового кружка технической направленности,АДМИНИСТРАЦИЯ ГОРОДА УРАЙ,491700.06,22.06.2026,Не определён
32616166217,223-ФЗ,Иной способ,Подача заявок,"Замена электро оборудован ия в учебн ом корпусе ГПО АУ АТК в соответствии с нормами пожарной безопасности по ул. Продольная, 16 в г. Свободном. Отделение № 2.","ГОСУДАРСТВЕННОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ АМУРСКОЙ ОБЛАСТИ ""АМУРСКИЙ ТЕХНИЧЕСКИЙ КОЛЛЕДЖ""",7190299.0,01.07.2026,Амурской
0387200004526000008,44-ФЗ,Электронный аукцион,Определение поставщика завершено,"Учебное оборудование для отработки практических навыков, тренажеры и манекены (12 позиций)","БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ ""НИЖНЕВАРТОВСКИЙ МЕДИЦИНСКИЙ КОЛЛЕДЖ""",959532.12,18.06.2026,Ханты-мансийского
32616139156,223-ФЗ,"Аукцион в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства",Работа комиссии,Поставка оборудован ия для обеспечения учебн ого процесса по специальности 43.02.17 Технологии индустрии красоты,"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АКАДЕМИЯ СЕРВИСА""",672689.71,23.06.2026,Не определён
0145300005026000185,44-ФЗ,Электронный аукцион,Определение поставщика завершено,"Техническое оснащение инженерного класса ""Морская робототехника и судомоделизм""",АДМИНИСТРАЦИЯ ВОЛХОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛАСТИ,10576000.0,23.06.2026,Ленинградской
0119200000126011064,44-ФЗ,Электронный аукцион,Определение поставщика завершено,"ЭА-№-8615/26 «Поставка типового комплекта учебн ого оборудован ия для нужд КГБПОУ ""Канский технологический колледж"" в рамках федерального проекта ""Профессионалитет""»",АГЕНТСТВО ГОСУДАРСТВЕННОГО ЗАКАЗА КРАСНОЯРСКОГО КРАЯ,918860.0,18.06.2026,Красноярского
0815500000526009294,44-ФЗ,Электронный аукцион,Подача заявок,Комплексная поставка оборудован ия для оснащения учебн ых кабинетов в МБОУ «Вурнарская СОШ №1 им. И.Н.Никифорова» п. Вурнары Чувашской Республики,"КАЗЕННОЕ УЧРЕЖДЕНИЕ ЧУВАШСКОЙ РЕСПУБЛИКИ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ЗАКУПОК ЧУВАШСКОЙ РЕСПУБЛИКИ""",14042954.0,01.07.2026,Чувашской
0352100007826000103,44-ФЗ,Электронный аукцион,Подача заявок,Поставка учебн ого тренировочного оборудован ия для отработки практических навыков управления БПЛА,"ОМСКИЙ ИНСТИТУТ ВОДНОГО ТРАНСПОРТА - ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""СИБИРСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ВОДНОГО ТРАНСПОРТА""",796000.0,01.07.2026,Не определён
0334100003326000026,44-ФЗ,Электронный аукцион,Подача заявок,"Поставка комплекта учебн о-лабораторного оборудован ия ""Гидроэлектроэнергетика""","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""БРАТСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ""",609000.0,01.07.2026,Не определён
32616166114,223-ФЗ,"Конкурс в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства",Подача заявок,Оказание услуг по комплексному обслуживанию инженерных систем и оборудован ия учебн ого корпуса МГУ №61 (24 мес)   (223.ОКЭФ (МСП).262; ID 86702),"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМЕНИ М.В.ЛОМОНОСОВА""",11506320.0,30.06.2026,Не определён
0372200044026000043,44-ФЗ,Электронный аукцион,Подача заявок,Поставка оборудован ия для учебн ой лаборатории швейного производства в рамках программы профессионального обучения,"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СЕСТРОРЕЦКИЙ ТЕХНОЛОГИЧЕСКИЙ КОЛЛЕДЖ ИМЕНИ С.И. МОСИНА""",730275.55,06.05.2026,Санкт-Петербург
32616141237,223-ФЗ,"Запрос котировок в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства",Закупка завершена,"Приобретение противопожарного оборудован ия для укомплектования помещений по адресам: г. Саратов, ул. Международная, д.34 Литер А кадастровый номер: 64:48:040812:67, Литер Б, кадастровый номер: 64:48:040812:1978; г.Саратов, ул. им. академика О.К.Антонова, д.10 А кадастровый номер: 64:48:040418:53","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ САРАТОВСКОЙ ОБЛАСТИ ""ПОВОЛЖСКИЙ РЕГИОНАЛЬНЫЙ УЧЕБН ЫЙ ЦЕНТР""",206906.76,23.06.2026,Саратовской
0139200000126007673,44-ФЗ,Электронный аукцион,Определение поставщика завершено,Поставка учебн ого оборудован ия,ДЕПАРТАМЕНТ КОНТРАКТНОЙ СИСТЕМЫ КУЗБАССА,55357.97,16.06.2026,Не определён
32616164776,223-ФЗ,"Запрос котировок в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства",Подача заявок,"Поставка оборудован ия, инструментов и приспособлений для организации учебн ого процесса по предмету Технология",МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД КРАСНОДАР СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 19 ИМЕНИ ГЕРОЯ СОВЕТСКОГО СОЮЗА МАРИНЫ РАСКОВОЙ,1191122.83,30.06.2026,Не определён
32616164685,223-ФЗ,"Аукцион в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства",Подача заявок,0953/Поставка учебн ого оборудован ия для отработки практических навыков в рамках реализации федерального проекта «Кадры в агропромышленном комплексе» субъектами малого и среднего предпринимательства,"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ЦЕНТР ОПЕРЕЖАЮЩЕЙ ПРОФЕССИОНАЛЬНОЙ ПОДГОТОВКИ""",15643397.1,30.06.2026,Воронежской
32616164484,223-ФЗ,"Аукцион в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства",Подача заявок,Закупка учебн о-лабораторного оборудован ия в рамках укрепления МТБ,МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЛИЦЕЙ № 21,1594000.0,30.06.2026,Не определён
0744200000226005060,44-ФЗ,Запрос котировок в электронной форме,Определение поставщика завершено,Поставка оборудован ия для оснащения здания МБОУ «Золотухинская средняя общеобразовательная школа» Золотухинского района Курской области в рамках реализации мероприятий по модернизации школьных систем образования,"ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЗАКУПОК КУРСКОЙ ОБЛАСТИ""",3229807.6,10.06.2026,Курской
